ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
10225397,HY412552,09/04/2015 10:30:00 AM,027XX S FEDERAL ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,133,1,3,35,3,1176140,1886567,2015,02/10/2018 03:50:01 PM,41.84410018,-87.62908773,"(41.844100182, -87.629087729)",12,21194,1,377,9,40,22,163
10225398,HY412495,09/05/2015 02:00:00 PM,046XX N SHERIDAN RD,890,THEFT,FROM BUILDING,APARTMENT,FALSE,TRUE,1914,19,46,3,6,1168782,1931169,2015,02/10/2018 03:50:01 PM,41.96665319,-87.65479535,"(41.966653193, -87.654795347)",37,22616,31,19,39,15,5,4
10225400,HY412562,09/05/2015 07:00:00 AM,094XX S NORMAL AVE,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,2223,22,21,73,6,1174623,1842363,2015,02/10/2018 03:50:01 PM,41.72283363,-87.63597045,"(41.722833628, -87.635970445)",18,21554,72,631,13,59,9,243
10225401,HY412475,09/06/2015 03:30:00 AM,005XX N STATE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1834,18,42,8,6,1176278,1903807,2015,02/10/2018 03:50:01 PM,41.89140473,-87.62806151,"(41.891404732, -87.628061509)",22,21182,37,669,36,55,14,73
10225403,HY412314,09/06/2015 12:05:00 AM,071XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,323,3,6,69,14,1177960,1857694,2015,09/17/2015 11:37:18 AM,41.7648289,-87.62328408,"(41.764828904, -87.623284078)",31,21546,67,474,32,61,18,223
10225404,HY412590,09/06/2015 12:00:00 AM,007XX E 46TH ST,810,THEFT,OVER $500,SIDEWALK,TRUE,TRUE,221,2,4,38,6,1182137,1874679,2015,02/10/2018 03:50:01 PM,41.81134163,-87.60744874,"(41.811341625, -87.60744874)",1,4301,4,161,10,36,24,114
10225405,HY412564,09/06/2015 08:50:00 AM,001XX E 35TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,212,2,3,35,08B,1177870,1881825,2015,02/10/2018 03:50:01 PM,41.83104868,-87.62288295,"(41.831048676, -87.622882951)",12,4301,1,25,9,40,24,169
10225406,HY412598,09/06/2015 09:30:00 AM,011XX W PRATT BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2432,24,49,1,08B,1167333,1945336,2015,02/10/2018 03:50:01 PM,42.00555916,-87.65971338,"(42.005559162, -87.659713379)",3,21853,10,267,5,9,11,39
10225409,HY408715,05/01/2015 08:00:00 AM,062XX S KEDVALE AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,813,8,13,65,2,1149776,1862898,2015,02/10/2018 03:50:01 PM,41.77970153,-87.72645264,"(41.779701526, -87.726452637)",23,21867,63,292,6,58,13,271
10225412,HY412354,09/06/2015 03:30:00 AM,067XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,725,7,15,67,6,1166831,1860122,2015,02/10/2018 03:50:01 PM,41.77173651,-87.66400571,"(41.771736514, -87.66400571)",17,22257,65,284,2,23,17,204
10225414,HY412569,09/06/2015 09:25:00 AM,051XX W MADISON ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,1533,15,28,25,18,1141995,1899535,2015,09/17/2015 11:37:18 AM,41.88038608,-87.75407359,"(41.880386082, -87.754073591)",11,22216,26,696,23,32,25,137
10225417,HY412583,09/06/2015 10:05:00 AM,063XX S HOYNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,726,7,15,67,08B,1163451,1862616,2015,02/10/2018 03:50:01 PM,41.7786519,-87.67632589,"(41.778651903, -87.676325888)",44,22257,65,282,2,23,17,205
10225418,HY412603,09/06/2015 08:30:00 AM,011XX N LA SALLE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1824,18,42,8,14,1174938,1907711,2015,09/17/2015 11:37:18 AM,41.90214763,-87.63286559,"(41.90214763, -87.632865587)",22,14926,37,310,11,54,14,197
10225419,HY412556,09/06/2015 09:30:00 AM,024XX W NORTH AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,DRUG STORE,FALSE,FALSE,1434,14,1,24,04A,1159674,1910563,2015,02/10/2018 03:50:01 PM,41.91030206,-87.68885364,"(41.910302064, -87.68885364)",24,22535,25,302,41,1,7,192
10225422,HY412614,09/06/2015 11:05:00 AM,047XX S ST LAWRENCE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,TRUE,223,2,3,38,6,1181056,1873819,2015,02/10/2018 03:50:01 PM,41.8090067,-87.61144023,"(41.809006703, -87.611440233)",1,21192,4,165,10,10,24,116
10225424,HY412439,09/06/2015 05:58:00 AM,043XX W HIRSCH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2534,25,37,23,14,1147256,1908963,2015,02/10/2018 03:50:01 PM,41.90615848,-87.73451392,"(41.90615848, -87.734513921)",4,4299,24,286,49,5,6,194
10225425,HY412600,09/05/2015 07:00:00 PM,018XX N HALSTED ST,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1813,18,43,7,6,1170678,1912287,2015,02/10/2018 03:50:01 PM,41.91479881,-87.64837883,"(41.914798813, -87.648378834)",51,21190,68,273,34,16,14,189
10225426,HY412612,09/06/2015 02:00:00 AM,052XX W ROSCOE ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1634,16,38,15,6,1140932,1922106,2015,09/17/2015 11:37:18 AM,41.94234306,-87.75742038,"(41.942343057, -87.757420378)",25,22618,15,361,17,21,12,26
10225427,HY409011,09/03/2015 03:30:00 PM,107XX S CHAMPLAIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,513,5,9,50,08B,1182510,1833898,2015,02/10/2018 03:50:01 PM,41.69942565,-87.60734288,"(41.699425646, -87.607342876)",30,21861,47,254,43,19,10,260
10225428,HY412597,09/04/2015 08:00:00 AM,033XX S OAKLEY AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,912,9,12,59,6,1161562,1882573,2015,02/10/2018 03:50:01 PM,41.83345579,-87.68269726,"(41.833455785, -87.68269726)",29,14920,56,2,26,43,23,165
10225429,HY412575,09/06/2015 02:00:00 AM,0000X W HUBBARD ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1175726,1903303,2015,02/10/2018 03:50:01 PM,41.89003416,-87.63010389,"(41.890034161, -87.630103892)",22,4446,37,670,36,55,14,73
10225430,HY412501,09/05/2015 08:00:00 PM,008XX N PAULINA ST,810,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,1213,12,1,24,6,1164897,1906103,2015,09/17/2015 11:37:18 AM,41.89795422,-87.66979313,"(41.89795422, -87.669793133)",24,21560,25,518,41,4,15,60
10225431,HY412619,09/06/2015 02:10:00 AM,110XX S LAWNDALE AVE,810,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,2211,22,19,74,6,1153649,1831123,2015,02/10/2018 03:50:01 PM,41.69242953,-87.71309307,"(41.692429527, -87.713093073)",33,4447,73,369,42,33,9,254
11227508,JB146365,01/01/2017 12:01:00 AM,027XX S WHIPPLE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,1033,10,12,30,2,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
10225432,HY412555,09/06/2015 09:36:00 AM,062XX S MARSHFIELD AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,714,7,16,67,08A,1166409,1863379,2015,02/10/2018 03:50:01 PM,41.78068314,-87.66545991,"(41.780683143, -87.665459906)",44,22257,65,276,3,23,17,164
10047230,HY236509,04/26/2015 11:16:00 AM,082XX S RACINE AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CONVENIENCE STORE,TRUE,FALSE,613,6,21,71,04A,1169757,1850121,2015,02/10/2018 03:50:01 PM,41.74422947,-87.65356963,"(41.744229473, -87.653569625)",18,21554,70,575,13,59,20,233
10225434,HY412642,09/05/2015 08:00:00 PM,030XX W EASTWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1713,17,33,14,14,1155320,1930689,2015,02/10/2018 03:50:01 PM,41.96561793,-87.70430609,"(41.965617926, -87.70430609)",2,21849,14,258,20,20,1,1
10225435,HY412608,09/06/2015 10:00:00 AM,003XX W OAK ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1823,18,27,8,6,1173622,1907100,2015,02/10/2018 03:50:01 PM,41.9005004,-87.6377176,"(41.900500399, -87.637717596)",41,14926,37,148,46,54,14,51
10225436,HY412609,09/05/2015 11:30:00 AM,001XX W ILLINOIS ST,870,THEFT,POCKET-PICKING,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,1175294,1903583,2015,02/10/2018 03:50:01 PM,41.8908122,-87.63168196,"(41.890812201, -87.631681964)",22,4446,37,670,36,55,14,73
10225438,HY412545,09/06/2015 12:01:00 AM,024XX N SHEFFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1932,19,43,7,14,1169209,1916564,2015,02/10/2018 03:50:01 PM,41.92656719,-87.65365118,"(41.926567194, -87.653651175)",51,21190,68,795,34,16,5,173
10225439,HY412520,09/06/2015 12:01:00 AM,045XX N CLARENDON AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1914,19,46,3,6,1170102,1930169,2015,02/10/2018 03:50:01 PM,41.96388038,-87.64997127,"(41.963880376, -87.649971265)",37,22616,31,20,39,15,5,4
10225440,HY412449,09/06/2015 06:25:00 AM,117XX S STEWART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,522,5,34,53,14,1175735,1827029,2015,02/10/2018 03:50:01 PM,41.68073011,-87.63235449,"(41.680730112, -87.632354487)",45,21861,50,255,22,19,10,267
10225441,HY412549,09/04/2015 06:00:00 PM,006XX W CERMAK RD,610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1235,12,25,31,5,1172512,1889672,2015,02/10/2018 03:50:01 PM,41.85270142,-87.64231003,"(41.852701418, -87.642310031)",8,21194,33,249,26,40,15,158
10225442,HY412599,09/06/2015 09:35:00 AM,009XX W 31ST PL,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,913,9,11,60,08B,1170573,1884009,2015,02/10/2018 03:50:01 PM,41.83720425,-87.6495922,"(41.837204252, -87.649592195)",26,14920,58,676,48,43,23,162
10225443,HY412376,09/06/2015 03:30:00 AM,004XX N CLARK ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1831,18,42,8,08B,1175462,1903222,2015,02/10/2018 03:50:01 PM,41.88981783,-87.63107584,"(41.889817826, -87.631075842)",22,4446,37,670,36,55,14,73
10225444,HY412560,09/06/2015 09:30:00 AM,029XX W 40TH ST,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,921,9,14,58,6,1157326,1877971,2015,02/10/2018 03:50:01 PM,41.82091433,-87.69836489,"(41.820914326, -87.698364885)",49,22248,55,196,1,56,23,110
10225445,HY412650,09/05/2015 11:00:00 PM,023XX W GRAND AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1221,12,26,24,6,1160791,1903424,2015,02/10/2018 03:50:01 PM,41.89068897,-87.68494843,"(41.890688974, -87.684948427)",10,21184,25,546,49,28,15,80
10225447,HY412513,09/06/2015 04:00:00 AM,098XX S MERRILL AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,431,4,7,51,6,1192394,1840202,2015,02/10/2018 03:50:01 PM,41.71649016,-87.5709482,"(41.716490155, -87.5709482)",43,21202,48,252,37,25,19,249
10225449,HY412596,09/06/2015 10:10:00 AM,040XX N CICERO AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1624,16,45,15,6,1143644,1926627,2015,02/10/2018 03:50:01 PM,41.95469865,-87.74733882,"(41.954698652, -87.747338823)",20,22618,15,259,50,21,12,15
11022695,JA353568,07/17/2017 10:10:00 AM,021XX W MC LEAN AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1432,14,32,22,6,,,2017,07/24/2017 03:54:23 PM,,,,,,,,,,,
10225450,HY412594,09/06/2015 09:45:00 AM,049XX W BYRON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,1634,16,45,15,14,1142798,1925467,2015,09/17/2015 11:37:18 AM,41.95153134,-87.7504779,"(41.951531341, -87.750477895)",20,22618,15,360,50,21,12,26
10225451,HY412523,08/24/2015 12:30:00 PM,049XX W BYRON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1634,16,45,15,08B,1142798,1925467,2015,02/10/2018 03:50:01 PM,41.95153134,-87.7504779,"(41.951531341, -87.750477895)",20,22618,15,360,50,21,12,26
10225452,HY412634,09/06/2015 12:30:00 AM,058XX N MOODY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1622,16,45,10,6,1134674,1938399,2015,02/10/2018 03:50:01 PM,41.9871657,-87.78003502,"(41.987165701, -87.780035021)",20,22532,36,656,50,18,12,43
10225455,HY412621,09/06/2015 10:45:00 AM,032XX N CICERO AVE,2022,NARCOTICS,POSS: COCAINE,ALLEY,TRUE,FALSE,1634,16,30,15,18,1143809,1920951,2015,09/17/2015 11:37:18 AM,41.9391201,-87.74687502,"(41.939120102, -87.746875019)",27,22618,15,115,21,21,1,25
10225456,HY412623,09/06/2015 11:05:00 AM,045XX S DREXEL BLVD,810,THEFT,OVER $500,APARTMENT,FALSE,TRUE,221,2,4,39,6,1182957,1875015,2015,02/10/2018 03:50:01 PM,41.81224459,-87.60443062,"(41.812244589, -87.604430616)",1,4301,5,398,10,36,24,114
10225460,HY412653,09/06/2015 11:40:00 AM,009XX W MADISON ST,2025,NARCOTICS,POSS: HALLUCINOGENS,CTA BUS STOP,TRUE,FALSE,1232,12,2,28,18,1169972,1900224,2015,02/10/2018 03:50:01 PM,41.88171263,-87.65132487,"(41.881712634, -87.651324872)",48,14917,29,63,26,44,15,95
10225462,HY412465,09/06/2015 06:30:00 AM,069XX S WINCHESTER AVE,1025,ARSON,AGGRAVATED,RESIDENCE,FALSE,FALSE,735,7,17,67,9,1164555,1858601,2015,02/10/2018 03:50:01 PM,41.76761099,-87.67239166,"(41.767610987, -87.672391655)",17,22257,65,283,31,23,17,7
10225464,HY412589,09/06/2015 10:21:00 AM,043XX W NORTH AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2534,25,31,23,04B,1147061,1910278,2015,02/10/2018 03:50:01 PM,41.90977071,-87.73519655,"(41.909770708, -87.735196552)",7,22615,24,286,44,2,6,194
10225466,HY412673,09/06/2015 12:00:00 PM,016XX S CHRISTIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1021,10,24,29,14,1154310,1891325,2015,02/10/2018 03:50:01 PM,41.85761996,-87.70907307,"(41.857619964, -87.70907307)",36,21569,30,34,14,57,21,153
10225467,HY412578,09/06/2015 10:00:00 AM,023XX N MAJOR AVE,560,ASSAULT,SIMPLE,STREET,TRUE,FALSE,2515,25,37,19,08A,1138000,1914896,2015,02/10/2018 03:50:01 PM,41.9226116,-87.76837159,"(41.922611595, -87.768371587)",4,22615,19,57,44,2,6,133
11859827,JC471571,10/13/2019 07:50:00 PM,011XX W JACKSON BLVD,860,THEFT,RETAIL THEFT,APPLIANCE STORE,TRUE,FALSE,1232,12,25,28,6,1168933,1898798,2019,10/20/2019 04:03:03 PM,41.87782218,-87.65518141,"(41.877822179, -87.655181405)",48,14917,29,91,26,44,15,95
10225468,HY412592,09/06/2015 10:20:00 AM,047XX S CICERO AVE,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,814,8,23,56,08A,1145156,1872861,2015,02/10/2018 03:50:01 PM,41.80712983,-87.74313966,"(41.807129833, -87.743139659)",35,22248,53,606,8,56,13,105
10225470,HY412605,09/06/2015 09:10:00 AM,014XX N ROCKWELL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1423,14,26,24,18,1158814,1909381,2015,02/10/2018 03:50:01 PM,41.90707625,-87.69204542,"(41.90707625, -87.692045415)",10,21560,25,288,41,4,7,62
10225471,HY412518,09/06/2015 08:00:00 AM,069XX S HALSTED ST,460,BATTERY,SIMPLE,STREET,FALSE,TRUE,733,7,6,68,08B,1172163,1858942,2015,02/10/2018 03:50:01 PM,41.76838292,-87.644495,"(41.768382919, -87.644495002)",31,21559,66,410,32,11,17,214
10225472,HY412641,09/05/2015 11:00:00 PM,036XX W CORTLAND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2535,25,26,22,7,1151598,1912376,2015,02/10/2018 03:50:01 PM,41.91543979,-87.71847414,"(41.915439785, -87.718474136)",10,22535,23,388,41,1,6,193
10225474,HY412579,09/06/2015 10:16:00 AM,072XX S CLAREMONT AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,APARTMENT,FALSE,FALSE,832,8,18,66,26,1161989,1856636,2015,02/10/2018 03:50:01 PM,41.76227247,-87.68185177,"(41.762272469, -87.68185177)",6,22257,64,333,30,23,13,207
10225475,HY412510,09/05/2015 08:00:00 PM,059XX S KOLIN AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,813,8,13,65,5,1148387,1864813,2015,02/10/2018 03:50:01 PM,41.78498338,-87.73149582,"(41.784983382, -87.731495823)",23,21867,63,292,15,58,13,271
10225476,HY412691,09/06/2015 05:42:00 AM,022XX W BELMONT AVE,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,1931,19,32,5,6,1160920,1921214,2015,02/10/2018 03:50:01 PM,41.93950335,-87.68398001,"(41.939503349, -87.683980014)",16,21538,46,110,40,39,5,172
10225477,HY412591,09/06/2015 09:26:00 AM,072XX S MOZART ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,831,8,18,66,26,1158624,1856585,2015,02/10/2018 03:50:01 PM,41.76220179,-87.69418643,"(41.76220179, -87.694186427)",6,21867,64,349,30,58,13,208
10225478,HY412663,08/05/2015 09:00:00 AM,001XX N CENTRAL AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1523,15,29,25,6,1139025,1900492,2015,02/10/2018 03:50:01 PM,41.8830667,-87.76495601,"(41.883066704, -87.764956014)",52,22216,26,674,7,32,25,85
10225479,HY412669,09/05/2015 10:00:00 PM,005XX W 43RD PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,925,9,11,61,7,1173158,1876069,2015,02/10/2018 03:50:01 PM,41.81535932,-87.64034181,"(41.815359317, -87.640341811)",26,14924,59,707,48,37,23,106
10225480,HY412525,09/01/2015 08:00:00 AM,032XX W 65TH PL,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,831,8,15,66,6,1155966,1861012,2015,02/10/2018 03:50:01 PM,41.77440394,-87.70380968,"(41.77440394, -87.703809677)",44,21867,64,293,31,58,13,208
10225481,HY412688,09/06/2015 10:00:00 AM,012XX W 97TH ST,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2213,22,21,73,08B,1169859,1840608,2015,02/10/2018 03:50:01 PM,41.71812222,-87.65347121,"(41.718122224, -87.653471209)",18,22212,72,592,13,13,9,252
10225482,HY412622,09/06/2015 10:40:00 AM,040XX N HAMLIN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,1723,17,39,16,18,1150338,1926590,2015,02/10/2018 03:50:01 PM,41.95446888,-87.72273136,"(41.954468882, -87.72273136)",28,21538,16,364,50,39,1,9
10225485,HY412644,09/06/2015 10:00:00 AM,080XX S EBERHART AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,TRUE,631,6,6,44,04A,1180967,1851905,2015,02/10/2018 03:50:01 PM,41.74887462,-87.61244047,"(41.748874624, -87.612440473)",31,21546,40,11,32,61,20,235
10225486,HY412668,09/06/2015 11:05:00 AM,075XX S STATE ST,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,623,6,6,69,6,1177586,1854922,2015,02/10/2018 03:50:01 PM,41.75723069,-87.62473858,"(41.757230688, -87.624738576)",31,21554,67,475,32,59,20,228
10225487,HY412455,09/05/2015 11:30:00 PM,054XX S PAULINA ST,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,932,9,16,61,6,1165934,1868706,2015,02/10/2018 03:50:01 PM,41.7953112,-87.66705,"(41.795311203, -87.66705)",19,14924,59,789,2,37,23,128
10225488,HY412695,09/06/2015 12:15:00 AM,002XX W ONTARIO ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1174469,1904439,2015,02/10/2018 03:50:01 PM,41.89317959,-87.63468615,"(41.893179585, -87.634686145)",22,4446,37,652,36,55,14,73
10225489,HY412677,09/06/2015 02:00:00 AM,028XX N OAK PARK AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2511,25,36,18,7,1130597,1918225,2015,02/10/2018 03:50:01 PM,41.93187739,-87.79549635,"(41.931877393, -87.795496354)",39,22254,18,397,44,52,6,179
10225490,HY412665,09/06/2015 11:44:00 AM,064XX S LOWE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,723,7,20,68,19,1173143,1862230,2015,02/10/2018 03:50:01 PM,41.77738398,-87.64080579,"(41.77738398, -87.64080579)",53,21559,66,435,4,11,17,202
10225492,HY412694,09/06/2015 11:50:00 AM,012XX W NORTH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,1433,14,32,24,11,1168038,1910796,2015,02/10/2018 03:50:01 PM,41.91076487,-87.65812092,"(41.910764867, -87.658120918)",16,22620,25,109,46,49,7,191
10225493,HY412649,09/01/2015 09:15:00 PM,116XX S HALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2212,22,19,75,08B,1164729,1827521,2015,02/10/2018 03:50:01 PM,41.68231891,-87.67262824,"(41.682318913, -87.67262824)",33,22212,74,378,22,13,9,257
10225494,HY412701,09/05/2015 11:00:00 PM,040XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,213,2,3,38,14,1179097,1878335,2015,02/10/2018 03:50:01 PM,41.82144391,-87.6184876,"(41.821443911, -87.618487599)",12,4301,4,163,9,36,24,102
10225495,HY412635,09/06/2015 09:15:00 AM,082XX S ESSEX AVE,3800,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,APARTMENT,FALSE,FALSE,423,4,7,46,26,1194274,1850913,2015,02/10/2018 03:50:01 PM,41.74583621,-87.56371201,"(41.745836206, -87.563712006)",43,21202,42,478,37,25,19,238
10225496,HY412660,09/05/2015 11:00:00 AM,028XX W 38TH PL,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,911,9,12,58,5,1158046,1878983,2015,02/10/2018 03:50:01 PM,41.82367675,-87.69569601,"(41.823676747, -87.695696008)",29,22248,55,639,1,56,23,96
10225497,HY412687,09/06/2015 12:00:00 PM,013XX S SPAULDING AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1022,10,24,29,18,1154575,1893704,2015,02/10/2018 03:50:01 PM,41.86414291,-87.70803676,"(41.864142913, -87.708036758)",36,21569,30,34,14,57,21,152
10225498,HY412670,09/06/2015 11:50:00 AM,087XX S COMMERCIAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,423,4,10,46,14,1197659,1847662,2015,02/10/2018 03:50:01 PM,41.73683147,-87.5514172,"(41.736831465, -87.551417201)",47,21202,42,509,47,25,19,239
11227633,JB147500,12/28/2017 03:55:00 PM,011XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,123,1,2,32,11,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
10225501,HY412714,09/06/2015 12:30:00 PM,063XX S ROCKWELL ST,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,825,8,15,66,26,1160128,1862532,2015,02/10/2018 03:50:01 PM,41.77849042,-87.68851061,"(41.778490419, -87.688510614)",44,21867,64,319,2,58,13,274
10225502,HY412587,09/06/2015 03:19:00 AM,058XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,232,2,20,40,14,1179483,1866270,2015,02/10/2018 03:50:01 PM,41.78832768,-87.61744023,"(41.788327679, -87.617440225)",53,22260,7,402,4,60,24,268
10225507,HY412648,09/06/2015 11:32:00 AM,007XX W 68TH ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,TRUE,FALSE,723,7,6,68,24,1172357,1859777,2015,02/10/2018 03:50:01 PM,41.77066999,-87.64375936,"(41.770669993, -87.643759361)",31,21559,66,479,32,11,17,202
10225508,HY412627,09/06/2015 11:10:00 AM,047XX S CICERO AVE,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,815,8,23,56,08B,1145155,1872875,2015,09/17/2015 11:37:18 AM,41.80716827,-87.74314297,"(41.80716827, -87.743142974)",35,22248,53,606,28,7,13,112
10225509,HY412719,09/06/2015 12:00:00 PM,083XX S ST LOUIS AVE,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,834,8,18,70,3,1154500,1849248,2015,02/10/2018 03:50:01 PM,41.74215095,-87.70949656,"(41.74215095, -87.70949656)",6,4300,69,199,30,8,13,232
11227586,JB147613,02/10/2017 12:00:00 PM,089XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,633,6,8,44,14,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
10225510,HY412703,09/06/2015 07:00:00 AM,049XX S CALUMET AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,FALSE,FALSE,224,2,3,38,7,1179267,1872386,2015,02/10/2018 03:50:01 PM,41.80511548,-87.61804561,"(41.805115475, -87.618045611)",12,21192,4,449,9,10,24,107
